"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"13",2015-01-01,"Quarter1","sweing","Thursday","5",0.718836379670222,-0.333738366226917,-0.190986752510071,-0.270978837917343,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.185148030833561,-0.160728591581733
"14",2015-01-01,"Quarter1","finishing","Thursday","10",-0.813480751634401,-1.01635285688169,1.02587306499481,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.167200300951198
"15",2015-01-01,"Quarter1","finishing","Thursday","8",0.208064002568681,-1.11138887699962,-0.943510711193085,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.334833697947254
"16",2015-01-01,"Quarter1","finishing","Thursday","4",0.208064002568681,-1.01635285688169,-0.143012747168541,-0.718897329839487,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.748269773154357,-0.814013683025692
"17",2015-01-01,"Quarter1","finishing","Thursday","7",0.718836379670222,-1.11138887699962,0.363170504570007,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-1.11389916475585
"18",2015-01-01,"Quarter1","sweing","Thursday","4",-0.813480751634401,0.788417717473299,-1.45021772384644,0.786108803018916,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.14381928104352,-1.22593654159869
"19",2015-01-01,"Quarter1","finishing","Thursday","11",-0.302708374532861,-0.997162891280953,0.958777606487274,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.01856820946834,-1.71223736413927
"20",2015-01-03,"Quarter1","finishing","Saturday","4",0.718836379670222,-0.997162891280953,0.271416634321213,0.606941406250059,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.65817029438303,1.44957666940658
"21",2015-01-03,"Quarter1","finishing","Saturday","11",0.208064002568681,-1.11138887699962,0.278471678495407,0.320273571419886,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.793319512540021,1.44874993014787
"22",2015-01-03,"Quarter1","finishing","Saturday","9",0.718836379670222,-0.997162891280953,-0.345870316028595,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,1.26759352122639
"23",2015-01-03,"Quarter1","finishing","Saturday","3",0.208064002568681,-1.01635285688169,-1.78354501724243,-0.898064726608345,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,1.20459170402932
"24",2015-01-03,"Quarter1","finishing","Saturday","1",0.718836379670222,-1.01635285688169,0.213089838624001,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.961817791637624
"25",2015-01-03,"Quarter1","sweing","Saturday","1",0.718836379670222,1.18957937931727,-0.458148270845413,0.51735770786563,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.986145193193695,0.376153393449142
"26",2015-01-03,"Quarter1","sweing","Saturday","3",0.718836379670222,1.18957937931727,0.635494828224182,0.589024666573173,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.896045714422368,0.37384734247422
"27",2015-01-03,"Quarter1","sweing","Saturday","8",0.718836379670222,1.01412826525339,0.338983505964279,0.750275323665145,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.373822744780548
"28",2015-01-03,"Quarter1","sweing","Saturday","12",0.718836379670222,1.01412826525339,0.679881811141968,0.750275323665145,0.154757552076616,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.373822744780548
"29",2015-01-03,"Quarter1","sweing","Saturday","11",0.718836379670222,-0.31546220851193,0.253178775310516,0.750275323665145,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.230197770219225,0.37335648896359
"30",2015-01-03,"Quarter1","sweing","Saturday","5",0.718836379670222,-0.31546220851193,0.372131884098053,0.750275323665145,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.140098291447897,0.372848493863545
"31",2015-01-03,"Quarter1","sweing","Saturday","6",0.718836379670222,0.990369260223908,-1.03304362297058,0.64277488560383,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.963620323500863,0.372712960112927
"32",2015-01-03,"Quarter1","sweing","Saturday","7",0.718836379670222,0.990369260223908,-1.68832194805145,0.64277488560383,-0.00131428918961032,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.963620323500863,0.372712960112927
"33",2015-01-03,"Quarter1","sweing","Saturday","10",0.208064002568681,0.388169863515079,1.16284799575806,0.571107926896287,0.111057436522073,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.873520844729536,0.299210392072103
"34",2015-01-03,"Quarter1","finishing","Saturday","2",0.718836379670222,-0.997162891280953,-0.622151851654053,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.27140460208656
"35",2015-01-03,"Quarter1","sweing","Saturday","2",0.208064002568681,0.439343105117043,-1.86839115619659,0.606941406250059,0.0423858263649332,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.9185705841152,0.0868365813110347
"36",2015-01-03,"Quarter1","finishing","Saturday","10",-0.302708374532861,-0.997162891280953,1.24012100696564,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.190721513123817
"37",2015-01-03,"Quarter1","sweing","Saturday","4",-0.302708374532861,0.788417717473299,0.419776618480682,2.75695016747635,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.14381928104352,-0.200340873355913
"38",2015-01-03,"Quarter1","sweing","Saturday","9",-0.302708374532861,1.18957937931727,2.18506669998169,0.696525104634487,0.0111714581116878,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.03119493257936,-0.201308396012811
"39",2015-01-03,"Quarter1","finishing","Saturday","8",0.718836379670222,-1.11138887699962,0.800332725048065,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.611834756633236
"40",2015-01-03,"Quarter1","finishing","Saturday","7",0.718836379670222,-1.01635285688169,-0.783362805843353,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.629147320651964
"41",2015-01-04,"Quarter1","finishing","Sunday","3",0.208064002568681,-0.997162891280953,-1.74972105026245,-0.898064726608345,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,1.46885707757435
"42",2015-01-04,"Quarter1","finishing","Sunday","9",0.718836379670222,-1.01635285688169,-0.819272935390472,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,1.12646625965279
"43",2015-01-04,"Quarter1","finishing","Sunday","1",0.718836379670222,-1.01635285688169,1.44100904464722,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,1.03238142242443
"44",2015-01-04,"Quarter1","sweing","Sunday","6",0.718836379670222,-0.31546220851193,-0.741572320461273,0.718921029230595,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.162623161140729,0.828844762944259
"45",2015-01-04,"Quarter1","finishing","Sunday","4",0.718836379670222,-1.01635285688169,0.705006062984467,0.606941406250059,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.65817029438303,0.725482468840996
"46",2015-01-04,"Quarter1","sweing","Sunday","9",0.718836379670222,1.01412826525339,-0.264189422130585,0.750275323665145,0.136028931124669,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.66181318417106
"47",2015-01-04,"Quarter1","sweing","Sunday","7",0.718836379670222,0.990369260223908,-1.70533049106598,0.732358583988259,0.136028931124669,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.986145193193695,0.661050644205114
"48",2015-01-04,"Quarter1","sweing","Sunday","8",0.718836379670222,0.990369260223908,1.12076246738434,0.660691625280716,0.0423858263649332,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.986145193193695,0.660527370108953
"49",2015-01-04,"Quarter1","sweing","Sunday","4",0.718836379670222,1.18957937931727,1.72831702232361,-0.0918114411484859,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.941095453808032,0.375424082147667
"50",2015-01-04,"Quarter1","sweing","Sunday","1",0.718836379670222,1.01412826525339,-0.513812959194183,0.750275323665145,0.154757552076616,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.373822744780548
"51",2015-01-04,"Quarter1","sweing","Sunday","2",0.718836379670222,1.18957937931727,0.100481048226357,0.624858145926944,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.941095453808032,0.37335964104456
"52",2015-01-04,"Quarter1","sweing","Sunday","12",0.718836379670222,-0.31546220851193,-0.162651762366295,0.718921029230595,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.162623161140729,0.372169650243915
"53",2015-01-04,"Quarter1","finishing","Sunday","2",0.718836379670222,-1.01635285688169,-0.394126832485199,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.326745114556412
"54",2015-01-04,"Quarter1","finishing","Sunday","10",-0.302708374532861,-1.01635285688169,-0.538537919521332,-0.0738947014716001,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.748269773154357,0.13833221406999
"55",2015-01-04,"Quarter1","sweing","Sunday","11",0.208064002568681,0.388169863515079,1.46705365180969,0.571107926896287,0.0423858263649332,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.873520844729536,0.0874407893843712
"56",2015-01-04,"Quarter1","sweing","Sunday","3",0.208064002568681,0.439343105117043,-0.255482137203217,0.606941406250059,0.0423858263649332,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.9185705841152,0.0868365813110347
"57",2015-01-04,"Quarter1","sweing","Sunday","10",-0.302708374532861,1.18957937931727,0.557199835777283,0.696525104634487,0.0111714581116878,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.03119493257936,-0.201308396012811
"58",2015-01-04,"Quarter1","finishing","Sunday","8",0.718836379670222,-1.11138887699962,0.493585050106049,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.300208569909798
"59",2015-01-04,"Quarter1","finishing","Sunday","7",0.718836379670222,-1.11138887699962,-0.64258599281311,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.386771395734493
"60",2015-01-04,"Quarter1","sweing","Sunday","5",-0.302708374532861,2.7969674503504,1.50387787818909,0.714441844311373,-0.0762287729973992,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.05371980227219,-0.754544643675115
"61",2015-01-04,"Quarter1","finishing","Sunday","11",0.208064002568681,-0.997162891280953,0.196499675512314,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-2.23085816351822
"62",2015-01-05,"Quarter1","finishing","Monday","1",0.718836379670222,-1.01635285688169,0.291167944669724,-0.79056428854703,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,1.29503493638296
"63",2015-01-05,"Quarter1","finishing","Monday","11",0.718836379670222,-1.01635285688169,-1.06940543651581,-0.647230371131944,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.10866768823967,1.17155853161981
"64",2015-01-05,"Quarter1","finishing","Monday","4",0.718836379670222,-1.01635285688169,0.230070576071739,-0.217228618886686,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.838369251925685,0.908785616834162
"65",2015-01-05,"Quarter1","finishing","Monday","3",0.208064002568681,-0.997162891280953,1.50448620319366,-0.79056428854703,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.804064495011433
"66",2015-01-05,"Quarter1","sweing","Monday","9",0.718836379670222,1.01412826525339,-0.581960022449493,0.750275323665145,0.229672035884405,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.66181318417106
"67",2015-01-05,"Quarter1","finishing","Monday","9",0.718836379670222,-1.11138887699962,0.123265400528908,-0.79056428854703,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.491393582571578
"68",2015-01-05,"Quarter1","finishing","Monday","2",0.718836379670222,-1.01635285688169,-1.79719400405884,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.397308745343214
"69",2015-01-05,"Quarter1","sweing","Monday","7",0.718836379670222,0.990369260223908,0.511196792125702,0.660691625280716,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.986145193193695,0.375918718155461
"70",2015-01-05,"Quarter1","sweing","Monday","8",0.718836379670222,0.990369260223908,1.66692173480988,0.660691625280716,-0.00131428918961032,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.986145193193695,0.375918718155461
"71",2015-01-05,"Quarter1","sweing","Monday","1",0.718836379670222,1.01412826525339,0.506356060504913,0.750275323665145,0.154757552076616,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.373822744780548
"72",2015-01-05,"Quarter1","sweing","Monday","11",0.718836379670222,0.388169863515079,-0.323769778013229,0.0694392159434859,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.9185705841152,0.37343485542754
"73",2015-01-05,"Quarter1","sweing","Monday","6",0.718836379670222,-0.31546220851193,-0.449131339788437,0.786108803018916,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.117573421755066,0.373406480967761
"74",2015-01-05,"Quarter1","sweing","Monday","12",0.718836379670222,-0.31546220851193,0.360139191150665,0.786108803018916,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.117573421755066,0.373406480967761
"75",2015-01-05,"Quarter1","sweing","Monday","2",0.718836379670222,1.18957937931727,-1.14105927944183,0.696525104634487,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.03119493257936,0.37243512996525
"76",2015-01-05,"Quarter1","sweing","Monday","4",0.718836379670222,1.18957937931727,-1.87851917743683,0.696525104634487,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.03119493257936,0.37243512996525
"77",2015-01-05,"Quarter1","finishing","Monday","10",0.208064002568681,-1.11138887699962,1.80620193481445,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.16209664081019
"78",2015-01-05,"Quarter1","finishing","Monday","5",-1.32425312873594,-1.11138887699962,1.82222652435303,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.138575428637571
"79",2015-01-05,"Quarter1","sweing","Monday","10",0.208064002568681,1.18957937931727,-0.988055169582367,0.732358583988259,0.0423858263649332,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.07624467196502,0.0877361852196315
"80",2015-01-05,"Quarter1","sweing","Monday","3",0.208064002568681,0.439343105117043,-0.0182352568954229,0.606941406250059,0.0423858263649332,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.9185705841152,0.0868365813110347
"81",2015-01-05,"Quarter1","finishing","Monday","7",0.718836379670222,-1.01635285688169,-0.300629794597626,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.334833697947254
"82",2015-01-05,"Quarter1","finishing","Monday","8",0.718836379670222,-1.11138887699962,-0.0761147364974022,-1.0772321233772,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.404083965484277
"83",2015-01-05,"Quarter1","sweing","Monday","5",-1.32425312873594,0.632156569010158,1.8042334318161,0.714441844311373,-0.0949573939493464,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.05371980227219,-0.774049995802959
"84",2015-01-06,"Quarter1","finishing","Tuesday","4",0.718836379670222,-1.01635285688169,-1.12660324573517,-0.0380612221178286,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.748269773154357,1.32782986305071
"85",2015-01-06,"Quarter1","finishing","Tuesday","1",0.718836379670222,-1.01635285688169,0.0711818337440491,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,1.15426405481478
"86",2015-01-06,"Quarter1","finishing","Tuesday","3",0.208064002568681,-0.997162891280953,-0.177327021956444,-0.826397767900802,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.10866768823967,0.940326330484284
"87",2015-01-06,"Quarter1","finishing","Tuesday","11",0.718836379670222,-0.997162891280953,-0.800238192081451,-0.557646672747516,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.883418991311348,0.880266018054456
"88",2015-01-06,"Quarter1","finishing","Tuesday","9",0.718836379670222,-1.01635285688169,-0.112560495734215,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.705222766426669
"89",2015-01-06,"Quarter1","sweing","Tuesday","1",0.718836379670222,1.01412826525339,-0.357734084129333,1.8073629646014,0.229672035884405,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.661428166077262
"90",2015-01-06,"Quarter1","sweing","Tuesday","9",0.718836379670222,1.01412826525339,0.339007675647736,1.8073629646014,0.229672035884405,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.661428166077262
"91",2015-01-06,"Quarter1","finishing","Tuesday","10",0.208064002568681,-1.01635285688169,-0.521648466587067,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.427244831999895
"92",2015-01-06,"Quarter1","finishing","Tuesday","2",0.718836379670222,-1.01635285688169,-0.313265651464462,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.405861911321963
"93",2015-01-06,"Quarter1","sweing","Tuesday","2",0.718836379670222,1.18957937931727,0.642089664936066,1.72673763605542,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.03119493257936,0.375403496193411
"94",2015-01-06,"Quarter1","sweing","Tuesday","4",0.718836379670222,1.18957937931727,-0.179112151265144,1.72673763605542,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.03119493257936,0.375403496193411
"95",2015-01-06,"Quarter1","sweing","Tuesday","3",0.718836379670222,0.439343105117043,0.376595616340637,1.59236208847878,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.9185705841152,0.373565907492125
"96",2015-01-06,"Quarter1","sweing","Tuesday","12",0.718836379670222,-0.31546220851193,0.336777776479721,0.221731503197015,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.140098291447897,0.372804479351103
"97",2015-01-06,"Quarter1","sweing","Tuesday","7",0.718836379670222,0.990369260223908,1.59310519695282,1.67298741702476,-0.00131428918961032,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.986145193193695,0.372734285373448
"98",2015-01-06,"Quarter1","sweing","Tuesday","8",0.718836379670222,0.990369260223908,0.0544903539121151,1.67298741702476,-0.00131428918961032,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.986145193193695,0.372734285373448
"99",2015-01-06,"Quarter1","sweing","Tuesday","6",0.718836379670222,-0.31546220851193,-1.20285296440125,-0.0291028522793858,-0.00131428918961032,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.140098291447897,0.372435405055952
"100",2015-01-06,"Quarter1","sweing","Tuesday","10",0.208064002568681,1.18957937931727,1.26501333713531,1.78048785508608,0.0423858263649332,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.07624467196502,0.0885697960148477
"101",2015-01-06,"Quarter1","sweing","Tuesday","11",0.208064002568681,0.388169863515079,-0.739157259464264,1.59236208847878,0.0423858263649332,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.9185705841152,0.0857753100350573
"102",2015-01-06,"Quarter1","finishing","Tuesday","8",0.718836379670222,-1.11138887699962,-0.904741168022156,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.309651786126281
"103",2015-01-06,"Quarter1","sweing","Tuesday","5",-0.813480751634401,0.632156569010158,-0.757567703723907,1.75361274557075,-0.0200429101415575,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.05371980227219,-0.487757685589545
"104",2015-01-06,"Quarter1","finishing","Tuesday","7",0.718836379670222,-1.11138887699962,-1.28960645198822,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,-0.681085018439204
"105",2015-01-07,"Quarter1","finishing","Wednesday","1",0.718836379670222,-1.01635285688169,-1.39368438720703,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,1.23979573179546
"106",2015-01-07,"Quarter1","finishing","Wednesday","9",0.718836379670222,-1.01635285688169,1.48563969135284,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.833520279032147
"107",2015-01-07,"Quarter1","sweing","Wednesday","1",0.718836379670222,1.01412826525339,1.72914981842041,1.8073629646014,0.229672035884405,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.661428166077262
"108",2015-01-07,"Quarter1","sweing","Wednesday","9",0.718836379670222,1.01412826525339,1.42693483829498,1.8073629646014,0.229672035884405,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.09876954165785,0.661428166077262
"109",2015-01-07,"Quarter1","sweing","Wednesday","8",0.718836379670222,0.990369260223908,-1.57131540775299,1.67298741702476,0.136028931124669,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.986145193193695,0.659333207099316
"110",2015-01-07,"Quarter1","finishing","Wednesday","3",0.208064002568681,-0.997162891280953,1.15609049797058,-0.557646672747516,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.883418991311348,0.543928267301207
"111",2015-01-07,"Quarter1","finishing","Wednesday","4",0.718836379670222,-1.01635285688169,-0.656744480133057,-0.0380612221178286,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.748269773154357,0.527804192546371
"112",2015-01-07,"Quarter1","finishing","Wednesday","2",0.718836379670222,-1.01635285688169,-0.852798044681549,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.44862774694677
"113",2015-01-07,"Quarter1","finishing","Wednesday","10",0.208064002568681,-1.01635285688169,1.96845030784607,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.405861911321963
"114",2015-01-07,"Quarter1","finishing","Wednesday","7",0.718836379670222,-1.11138887699962,-0.366956442594528,-0.933898205962116,-0.238543487914275,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-1.19876716701099,0.398589550462108
"115",2015-01-07,"Quarter1","sweing","Wednesday","2",0.718836379670222,1.18957937931727,-1.46794033050537,1.72673763605542,0.154757552076616,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.03119493257936,0.375403496193411
"116",2015-01-07,"Quarter1","sweing","Wednesday","4",0.718836379670222,1.18957937931727,-0.0182950347661972,1.72673763605542,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,1.03119493257936,0.375403496193411
"117",2015-01-07,"Quarter1","sweing","Wednesday","6",0.718836379670222,-0.333738366226917,0.0285488702356815,0.275481722227672,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.185148030833561,0.373966720377106
"118",2015-01-07,"Quarter1","sweing","Wednesday","3",0.718836379670222,0.439343105117043,-0.903530061244965,1.59236208847878,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,0.9185705841152,0.373565907492125
"119",2015-01-07,"Quarter1","sweing","Wednesday","12",0.718836379670222,-0.31546220851193,-1.57146561145782,0.329231941258329,0.0736001946181785,-0.0574486796102864,-0.112957450703015,-0.351470593022467,-0.140098291447897,0.373410733411541
